2.734664869829064173e+02,-8.466307177010830287e+01,1.259668675725206244e+00,7.298047843675112833e-01
5.257674257451609989e-01,5.022592531459416088e-02,-8.580078885812058350e-04,-9.817105127223285741e-04
5.022592531459230125e-02,2.378508619580697037e+00,-1.282440577008012866e-02,-6.764800426359831621e-03
-8.580078885811877288e-04,-1.282440577008012519e-02,9.531538040618766099e-05,7.399879721918182888e-05
-9.817105127223040711e-04,-6.764800426359824682e-03,7.399879721918178823e-05,9.460059290482215801e-05
2.740336045684843498e+02,-8.553567594478413127e+01,1.260501620974077364e+00,7.283874828417808978e-01
5.260688145053958875e-01,8.035484936759342001e-02,-9.683594499415524573e-04,-9.907004746554383921e-04
8.035484936760130259e-02,2.871911436310526700e+00,-1.625616888582250702e-02,-9.152456902229766378e-03
-9.683594499416103537e-04,-1.625616888582250702e-02,1.195544438250657976e-04,9.187692581021618204e-05
-9.907004746554878317e-04,-9.152456902229771582e-03,9.187692581021622269e-05,1.095946710140134861e-04
2.740191133718346350e+02,-8.532565186019922976e+01,1.258748032385903715e+00,7.268306321064165187e-01
5.264011122385799935e-01,6.920560657458221798e-02,-8.939591924861878475e-04,-9.558901675134680873e-04
6.920560657458853238e-02,2.702980810220461549e+00,-1.497663945578854225e-02,-8.203311775223213337e-03
-8.939591924862327335e-04,-1.497663945578853358e-02,1.096089646686875262e-04,8.414884846298348699e-05
-9.558901675135001797e-04,-8.203311775223199459e-03,8.414884846298345989e-05,1.031344079122264225e-04
2.740063340507051635e+02,-8.514780046597773833e+01,1.258727480262219478e+00,7.280406568749450136e-01
5.267915946289171147e-01,8.394175553834704040e-02,-9.566872106901543526e-04,-9.140987054900345712e-04
8.394175553835621362e-02,2.859512766136565798e+00,-1.551784795384424098e-02,-7.488432918481576113e-03
-9.566872106902170195e-04,-1.551784795384423578e-02,1.114321793154589654e-04,8.126185084726026233e-05
-9.140987054900869381e-04,-7.488432918481570041e-03,8.126185084726027588e-05,1.044058980913235184e-04
-1.079108973641740646e-03,6.708091415293756654e+02
2.540000000000000000e+02
3.010000000000000000e+02
5.100000000000000000e+01
4.320000000000000000e+02
2.480000000000000000e+02
3.300000000000000000e+02
2.380000000000000000e+02
3.390000000000000000e+02
2.800000000000000000e+01
4.530000000000000000e+02
1.711636650840379914e-02
1.686080716109897293e-02
1.695605125483804279e-02
# New data begins here
..\data\refined_E4_5.csv,1.711636931204045531e-02,1.686080608506988418e-02,1.695621839755695817e-02
..\data\refined_E4_6.csv,2.389597845033411203e-02,2.083327382124538010e-02,1.585647882794356811e-02
..\data\refined_E4_10.csv,1.122017978798622688e-02,1.200396778531950988e-02,1.240795415606427490e-02
..\data\refined_E4_11.csv,1.135511316215393092e-02,1.210669936232336256e-02,1.202575141137241649e-02
refined_E4_12,1.149401758185246598e-02,1.647993159606134239e-02,1.708560965166063331e-02
