refined_E4_temp_320,1.787393039946687592e-02,4.417311282248269690e-06,7.339277786387623103e-07,4.816362446635028914e-09,1.434789302778732356e+01,1.064348481273068643e+02
refined_E4_temp_326,5.596368595199411217e-05,7.085469209670803778e-03,6.017862257898607542e-03,1.998896331073909849e+00,2.146662728031088416e-02,4.702976751324413479e-02
refined_E4_temp_330,1.212755615529319958e-02,1.607321834147460566e-04,1.112541109718458100e-04,3.328819475090901148e-01,1.907057329380217769e+00,3.544220125889462114e+00
refined_E4_temp_350,2.868479013771749880e-02,1.722700428697307440e-02,1.333344197402849991e-02,1.759656900840329483e-02,1.338301154446723930e-03,2.281750283866046478e-03
refined_E4_temp_371,1.374800898500229233e-02,2.418621614618442564e-02,2.516374662719400950e-05,2.994006872689254639e-03,1.349318913784937216e-03,3.983326638480563786e-01
