,B,current,parameter,temperature,voltage
58,3.9999977627118644,0.049996000000000033,"""data(90,4)""",89.95,0.007064118644067797
59,4.999951000000006,0.049996000000000033,"""data(90,5)""",90.03903225806447,0.007216129032258064
60,4.399999999999999e-05,-0.04999599999999999,"""data(91,-0)""",90.98622222222217,0.006231111111111112
61,0.9999200000000009,-0.04999600000000001,"""data(91,-1)""",91.05431372549025,0.00688464705882353
62,1.9999459999999984,-0.04999600000000001,"""data(91,-2)""",90.99490196078428,0.006587509803921567
63,3.000091999999998,-0.049996000000000006,"""data(91,-3)""",90.9520833333333,0.005596479166666665
64,3.9999530000000036,-0.04999600000000006,"""data(91,-4)""",90.87285714285711,0.006182324675324674
65,4.999900999999996,-0.04999599999999999,"""data(91,-5)""",91.02045454545451,0.005941977272727273
66,4.400000000000007e-05,0.04999600000000005,"""data(91,0)""",91.02304347826094,0.0066621884057971
67,0.9999200000000009,0.04999600000000001,"""data(91,1)""",90.98156862745103,0.0071382352941176475
68,1.9999459999999984,0.04999600000000001,"""data(91,2)""",91.00039215686276,0.007445627450980392
69,3.0000919999999978,0.04999600000000001,"""data(91,3)""",90.97740000000003,0.007051119999999999
70,3.999953000000003,0.04999600000000005,"""data(91,4)""",91.11885714285708,0.007640757142857143
71,4.999900999999996,0.04999600000000001,"""data(91,5)""",91.0316,0.007665900000000001
72,0.0002039999999999998,-0.04999600000000004,"""data(91.5,-0)""",91.50138461538461,0.006145723076923079
73,0.9999880000000005,-0.04999600000000004,"""data(91.5,-1)""",91.5009375,0.005115968750000001
74,1.9999969999999971,-0.049996000000000033,"""data(91.5,-2)""",91.49951612903224,0.005144193548387097
75,3.0000590000000025,-0.04999600000000009,"""data(91.5,-3)""",91.49999999999997,0.005211758333333338
76,3.9999730000000038,-0.04999600000000003,"""data(91.5,-4)""",91.50035087719299,0.004032368421052632
77,5.001937999999997,-0.04999600000000001,"""data(91.5,-5)""",91.49764705882355,0.003940450980392156
78,0.00020399999999999984,0.049996000000000033,"""data(91.5,0)""",91.50566666666668,0.0062877499999999965
79,0.9999880000000007,0.04999600000000005,"""data(91.5,1)""",91.4964705882353,0.006858779411764707
80,1.9999969999999971,0.049996000000000033,"""data(91.5,2)""",91.50322033898306,0.006956101694915255
81,3.0000589999999976,0.049996000000000075,"""data(91.5,3)""",91.5037894736843,0.006933905263157894
82,3.9999730000000033,0.04999600000000002,"""data(91.5,4)""",91.50226415094339,0.005826943396226414
83,5.001937999999997,0.04999600000000002,"""data(91.5,5)""",91.50218181818181,0.005720090909090911
84,4.0000000000000064e-05,-0.04999600000000005,"""data(92,-0)""",91.99753623188403,0.0057835507246376825
85,1.0000599999999995,-0.04999600000000001,"""data(92,-1)""",91.99159999999996,0.004591999999999999
86,1.9999880000000017,-0.049996000000000075,"""data(92,-2)""",91.97076923076915,0.004412604395604396
87,3.0000039999999975,-0.04999600000000004,"""data(92,-3)""",92.01746031746029,0.005230777777777778
88,3.9999569999999967,-0.04999600000000004,"""data(92,-4)""",91.95727272727274,0.005337606060606058
89,4.999980999999995,-0.049996000000000054,"""data(92,-5)""",92.03465753424662,0.0056890000000000005
90,4.000000000000006e-05,0.04999600000000002,"""data(92,0)""",91.94999999999999,0.0064105
91,1.0000599999999993,0.04999600000000002,"""data(92,1)""",91.98796296296302,0.006235648148148149
92,1.9999880000000014,0.049238500000000046,"""data(92,2)""",92.04378787878792,0.006308878787878785
93,3.000004000000001,0.049995999999999985,"""data(92,3)""",92.02883720930238,0.00691474418604651
94,3.9999569999999967,0.049996000000000054,"""data(92,4)""",91.97424657534243,0.006900904109589042
95,4.999980999999998,0.049995999999999985,"""data(92,5)""",92.00666666666663,0.007561666666666669
96,4.4e-05,-0.049996,"""data(92.5,-0)""",92.49936170212769,0.004356212765957447
97,0.9998689999999991,-0.049996000000000006,"""data(92.5,-1)""",92.49770833333334,0.004593333333333334
98,1.9999679999999997,-0.04999599999999997,"""data(92.5,-2)""",92.4985,0.004560849999999998
99,2.999937000000002,-0.04999599999999997,"""data(92.5,-3)""",92.49024999999997,0.004965275000000001
100,4.000006000000004,-0.049996,"""data(92.5,-4)""",92.50130434782612,0.0044424782608695635
101,4.999958999999993,-0.04999600000000006,"""data(92.5,-5)""",92.49974025974025,0.006111103896103896
102,4.4000000000000006e-05,0.049996000000000006,"""data(92.5,0)""",92.50604166666669,0.005999020833333331
103,0.9998689999999991,0.049996000000000006,"""data(92.5,1)""",92.50469387755105,0.0061197959183673465
104,1.9999679999999986,0.04999600000000002,"""data(92.5,2)""",92.5010909090909,0.006443545454545454
105,2.9999370000000014,0.04999599999999998,"""data(92.5,3)""",92.49842105263157,0.006675184210526315
106,4.000005999999996,0.04999600000000009,"""data(92.5,4)""",92.50025862068968,0.007597112068965517
107,4.999958999999993,0.04999600000000007,"""data(92.5,5)""",92.49955056179775,0.0077860224719101135
108,3.700000000000004e-05,-0.049996000000000075,"""data(93,-0)""",93.04692307692308,0.006140692307692306
109,1.0000319999999994,-0.048177963636363653,"""data(93,-1)""",92.91418181818183,0.005984436363636363
110,2.000040999999999,-0.04999600000000005,"""data(93,-2)""",93.07447761194027,0.00532059701492537
111,3.0000149999999994,-0.04999600000000002,"""data(93,-3)""",92.86618181818184,0.0058547999999999985
112,3.999985000000002,-0.049996000000000006,"""data(93,-4)""",92.938125,0.005762583333333334
113,5.0000570000000035,-0.049996000000000033,"""data(93,-5)""",93.01163934426239,0.002451852459016393
114,3.700000000000002e-05,0.04999600000000006,"""data(93,0)""",92.99223684210529,0.00791798684210526
115,1.0000319999999994,0.04999600000000005,"""data(93,1)""",92.9491176470588,0.007616220588235293
116,2.000041000000005,0.049996000000000096,"""data(93,2)""",92.97140740740737,0.0072086518518518555
117,3.0000150000000003,0.04999600000000001,"""data(93,3)""",92.96599999999998,0.007390120000000001
118,3.9999850000000023,0.04999600000000002,"""data(93,4)""",93.09999999999998,0.007261150943396225
119,5.000056999999999,0.04999600000000001,"""data(93,5)""",93.02500000000003,0.0042339038461538464
