Untitled,Untitled 1
0.283488,0.019569
0.283488,0.019243
0.28414,0.019243
0.284791,0.018918
0.285117,0.018592
0.286095,0.019243
0.286746,0.018918
0.287398,0.018592
0.288375,0.018592
0.289353,0.01794
0.291959,0.017288
0.293914,0.015333
0.295543,0.015333
0.295543,0.014682
0.297173,0.013704
0.296847,0.013379
0.29815,0.012401
0.300105,0.013053
0.299453,0.011749
0.301083,0.010772
0.301083,0.010772
0.302712,0.010772
0.303037,0.01012
0.303037,0.010446
0.303363,0.009794
0.303689,0.009143
0.304341,0.009794
0.306296,0.009469
0.308251,0.008165
0.310206,0.007188
0.311509,0.005885
0.314116,0.005885
0.31607,0.004907
0.316396,0.004255
0.3177,0.004255
0.318351,0.003278
0.319655,0.003604
0.320958,0.002952
0.322913,0.002626
0.324542,0.0023
0.32389,0.0023
0.326497,0.0023
0.327149,0.001649
0.328452,0.001649
0.329755,0.001649
0.330733,0.001649
0.331058,0.001975
0.330733,0.0023
0.330407,0.001323
0.330733,0.0023
0.33171,0.001323
0.332688,0.001649
0.333665,0.001975
0.334317,0.001649
0.33562,0.001323
0.336598,0.001975
0.337249,0.0023
0.339204,0.002952
0.338227,0.003604
0.339856,0.003604
0.340182,0.004581
0.340507,0.004581
0.342137,0.004907
0.342462,0.004581
0.342462,0.005233
0.342788,0.005233
0.343766,0.00621
0.344091,0.006536
0.344417,0.006862
0.345721,0.007839
0.346372,0.007839
0.347024,0.008165
0.346698,0.008817
0.347676,0.01012
0.349631,0.010446
0.349305,0.010772
0.349956,0.011424
0.350934,0.012727
0.35126,0.013053
0.351911,0.013704
0.351911,0.01403
0.352563,0.01403
0.35354,0.015008
0.35354,0.015659
0.35354,0.016311
0.35354,0.015985
0.353866,0.015659
0.353866,0.015659
0.354192,0.016311
0.354844,0.016637
0.355495,0.016963
0.356147,0.017614
0.357125,0.018592
0.357125,0.018918
0.358102,0.019895
0.358102,0.020873
0.358754,0.02185
0.359079,0.022502
0.360383,0.022502
0.360709,0.023479
0.36136,0.024131
0.362012,0.024782
0.362664,0.025108
0.363315,0.02576
0.363967,0.026086
0.363641,0.026412
0.364619,0.027063
0.365596,0.028041
0.367225,0.028366
0.367877,0.028692
0.368203,0.029996
0.369506,0.030973
0.369832,0.030973
0.370483,0.031625
0.371787,0.031951
0.372438,0.031951
0.373416,0.032602
0.373742,0.031951
0.375697,0.031625
0.375045,0.032928
0.376022,0.033254
0.377326,0.033906
0.377326,0.033254
0.377652,0.033254
0.377977,0.03358
0.378629,0.033906
0.378955,0.034883
0.379932,0.034231
0.380258,0.034231
0.381236,0.034557
0.381561,0.034883
0.381887,0.035209
0.381561,0.034557
0.38091,0.035535
0.381887,0.034883
0.383191,0.035209
0.383842,0.035535
0.384494,0.034883
0.385797,0.036838
0.3871,0.036186
0.386775,0.036512
0.386775,0.03586
0.3871,0.036186
0.38873,0.037164
0.389381,0.03586
0.390033,0.036838
0.390685,0.037164
0.390033,0.036512
0.391988,0.036186
0.392314,0.036512
0.39264,0.036838
0.393943,0.037164
0.392965,0.036838
0.39492,0.037164
0.395246,0.036512
0.396549,0.036838
0.396875,0.036186
0.396549,0.036186
0.397527,0.036186
0.39883,0.036186
0.399156,0.035209
0.399482,0.036186
0.399808,0.035535
0.400785,0.035535
0.401111,0.036186
0.401763,0.035209
0.401437,0.035535
0.40274,0.035209
0.403718,0.034883
0.403392,0.034883
0.404043,0.034883
0.404369,0.034231
0.404695,0.035209
0.405347,0.034883
0.405998,0.034557
0.405347,0.03358
0.406976,0.033906
0.405998,0.032928
0.406324,0.032602
0.406976,0.032276
0.407953,0.032276
0.408279,0.031951
0.409257,0.031299
0.407627,0.032602
0.408279,0.032276
0.408605,0.032602
0.408279,0.032602
0.408605,0.031625
0.410886,0.031951
0.411537,0.030647
0.411863,0.031951
0.412841,0.031299
0.412515,0.030647
0.414144,0.030973
0.413492,0.030973
0.41447,0.030647
0.415121,0.030647
0.415121,0.029344
0.417402,0.029018
0.417402,0.028692
0.418054,0.028692
0.418706,0.028041
0.41838,0.027715
0.419031,0.027389
0.419357,0.027063
0.419357,0.027063
0.420986,0.026412
0.420661,0.025434
0.421312,0.02576
0.421638,0.025108
0.421964,0.024457
0.42229,0.024782
0.421964,0.024131
0.423267,0.023805
0.422941,0.023479
0.423593,0.023805
0.423919,0.023153
0.423919,0.022827
0.424245,0.022176
0.42457,0.022176
0.425222,0.023153
0.425548,0.02185
0.426525,0.02185
0.425874,0.021198
0.426525,0.020873
0.426851,0.021198
0.427503,0.020221
0.428154,0.020547
0.427829,0.020547
0.429132,0.020547
0.428154,0.020221
0.429458,0.019569
0.429132,0.018918
0.430435,0.018266
0.430435,0.018266
0.430435,0.018266
0.431413,0.018266
0.43239,0.016963
0.43239,0.016637
0.432716,0.015333
0.433368,0.016311
0.433042,0.015659
0.434019,0.015333
0.434345,0.016637
0.435323,0.015333
0.435648,0.014682
0.435648,0.014682
0.436626,0.01403
0.4363,0.013053
0.436952,0.013379
0.436952,0.013053
0.438581,0.012727
0.437603,0.012075
0.437929,0.012727
0.437929,0.012401
0.439233,0.012075
0.438907,0.012401
0.439558,0.011749
0.439558,0.012075
0.439558,0.011749
0.439558,0.011424
0.439884,0.011424
0.44021,0.011424
0.440862,0.011424
0.441839,0.011098
0.442817,0.010772
0.443794,0.009143
0.445423,0.009469
0.447052,0.009794
0.448356,0.008491
0.448682,0.008165
0.449985,0.007188
0.449985,0.006862
0.451288,0.007839
0.451614,0.007839
0.453243,0.007188
0.453569,0.008165
0.454872,0.007188
0.456827,0.007188
0.457153,0.007188
0.458456,0.008165
0.459434,0.008165
0.461063,0.008817
0.46204,0.009143
0.462366,0.01012
0.463669,0.011098
0.463669,0.010772
0.464321,0.012075
0.465624,0.012075
0.466276,0.013053
0.467905,0.013053
0.468883,0.014682
0.46986,0.015659
0.470512,0.017288
0.470838,0.016963
0.473118,0.01794
0.47377,0.020547
0.475725,0.021198
0.47768,0.022502
0.478983,0.024457
0.480612,0.02576
0.48159,0.027715
0.482893,0.029018
0.484196,0.030321
0.485174,0.031625
0.4855,0.032928
0.487129,0.034231
0.488758,0.035535
0.490387,0.03586
0.490713,0.036512
0.493971,0.039119
0.494949,0.040096
0.496252,0.041074
0.497881,0.042703
0.497555,0.043029
0.498207,0.044006
0.498859,0.044332
0.498207,0.044984
0.499836,0.045309
0.500814,0.046287
0.501791,0.046939
0.503094,0.04759
0.504724,0.04759
0.50733,0.048568
0.508308,0.049545
0.509937,0.050197
0.511892,0.049871
0.512869,0.051826
0.514498,0.051174
0.515802,0.052478
0.517431,0.052152
0.519386,0.052478
0.520037,0.052803
0.520037,0.053455
0.522318,0.053129
0.523296,0.053129
0.523296,0.053455
0.523296,0.054758
0.523621,0.054433
0.52688,0.054758
0.528835,0.053455
0.532093,0.053129
0.532093,0.052478
0.533396,0.051826
0.534374,0.051174
0.535677,0.050523
0.53698,0.050197
0.537958,0.050197
0.539587,0.049545
0.541216,0.04759
0.541868,0.04759
0.543497,0.046613
0.544474,0.045635
0.546103,0.044658
0.547732,0.043354
0.549036,0.043354
0.550013,0.042377
0.550991,0.041074
0.551317,0.03977
0.552294,0.039119
0.552946,0.038141
0.553597,0.038141
0.554901,0.038141
0.557507,0.036838
0.562395,0.03358
0.562395,0.032602
0.564024,0.030647
0.56663,0.028692
0.569237,0.028366
0.571844,0.026086
0.573147,0.025108
0.57445,0.023479
0.575102,0.023479
0.577383,0.023479
0.577708,0.023153
0.578034,0.022827
0.57836,0.022827
0.580967,0.023479
0.581944,0.022502
0.584877,0.023153
0.587809,0.023479
0.59009,0.023805
0.592696,0.025434
0.594651,0.026412
0.597584,0.027389
0.599865,0.02967
0.600842,0.030647
0.603774,0.032602
0.604426,0.034883
0.606707,0.036838
0.607684,0.03749
0.608988,0.038793
0.60801,0.039445
0.608662,0.040096
0.609639,0.040422
0.612246,0.0414
0.614527,0.043029
0.618437,0.046287
0.620066,0.048242
0.62365,0.050848
0.625279,0.053455
0.626582,0.056062
0.629515,0.057365
0.630492,0.058668
0.631795,0.060297
0.633099,0.062252
0.633425,0.062578
0.635705,0.06323
0.637009,0.064533
0.63766,0.065185
0.638964,0.065836
0.639289,0.066814
0.640267,0.066814
0.64157,0.067466
0.64157,0.068117
0.64157,0.069095
0.64157,0.069421
0.641896,0.069421
0.643851,0.069095
0.645806,0.069746
0.646783,0.070072
0.649064,0.07105
0.650368,0.072027
0.651997,0.072027
0.651997,0.07333
0.653626,0.073005
0.655255,0.073005
0.655907,0.07333
0.656558,0.073005
0.65721,0.073656
0.658839,0.073005
0.659165,0.073656
0.660468,0.073656
0.661446,0.07333
0.662749,0.073982
0.664704,0.073982
0.664704,0.07333
0.666007,0.072679
0.666333,0.072027
0.666985,0.072027
0.66731,0.072027
0.667636,0.072027
0.669265,0.072027
0.670569,0.07105
0.671546,0.07105
0.673175,0.070072
0.674804,0.069095
0.675782,0.069095
0.677085,0.068117
0.678714,0.06714
0.680018,0.066162
0.680343,0.066488
0.681321,0.065185
0.68295,0.064533
0.683928,0.063881
0.684905,0.06323
0.68686,0.062252
0.688163,0.060949
0.689467,0.060623
0.690444,0.059646
0.691747,0.058668
0.692073,0.057691
0.694028,0.058668
0.69468,0.057039
0.69468,0.057365
0.696309,0.056062
0.695657,0.055736
0.697286,0.055736
0.697938,0.054758
0.697938,0.055084
0.699567,0.054758
0.699893,0.054758
0.699893,0.054433
0.699567,0.054107
0.700545,0.052803
0.700871,0.054107
0.699893,0.054107
0.698264,0.054433
0.699893,0.054758
0.701196,0.054433
0.702825,0.053455
0.70478,0.053129
0.705106,0.052803
0.707061,0.051826
0.707387,0.052152
0.708364,0.052478
0.709668,0.051826
0.710645,0.051826
0.710971,0.0515
0.712274,0.051174
0.713578,0.0515
0.715207,0.051826
0.717813,0.051174
0.717813,0.052478
0.72042,0.052478
0.72042,0.052803
0.722701,0.052152
0.723678,0.053455
0.725307,0.054433
0.726937,0.054433
0.72824,0.05541
0.728892,0.05541
0.729869,0.056062
0.731498,0.057039
0.731498,0.058342
0.731824,0.058342
0.733127,0.058668
0.733779,0.05932
0.733779,0.059646
0.734105,0.059972
0.734756,0.059646
0.736385,0.059972
0.739318,0.062578
0.73997,0.063556
0.741599,0.064859
0.744531,0.06714
0.745183,0.068117
0.746812,0.069421
0.748767,0.071375
0.749744,0.073005
0.751373,0.073982
0.751699,0.075285
0.752025,0.075937
0.753003,0.076589
0.753654,0.07724
0.754958,0.078544
0.756587,0.079521
0.75789,0.080173
0.7618,0.082454
0.764081,0.085712
0.766036,0.087667
0.767665,0.089622
0.76962,0.091251
0.770271,0.092228
0.771575,0.093206
0.774181,0.094183
0.775159,0.095812
0.775485,0.09679
0.775485,0.097767
0.775485,0.097767
0.777765,0.097767
0.779069,0.099396
0.781349,0.099722
0.782001,0.100374
0.783956,0.101026
0.785259,0.102329
0.785585,0.102003
0.786237,0.102981
0.787214,0.103958
0.789495,0.104284
0.790798,0.103958
0.792102,0.104936
0.793731,0.105261
0.795034,0.105913
0.796012,0.105913
0.797641,0.105913
0.797967,0.105587
0.797315,0.105913
0.797967,0.105587
0.797967,0.105913
0.801876,0.10689
0.803506,0.106565
0.804809,0.105587
0.807415,0.105913
0.80937,0.104936
0.812303,0.10461
0.813932,0.104284
0.815887,0.104284
0.817516,0.103632
0.819797,0.102003
0.819797,0.101677
0.821752,0.102003
0.8211,0.102329
0.822729,0.102003
0.823707,0.101677
0.826639,0.1007
0.82892,0.099722
0.831852,0.099722
0.833156,0.099071
0.835762,0.098419
0.837391,0.097442
0.839021,0.098093
0.842279,0.097767
0.843256,0.097767
0.844234,0.09679
0.84456,0.097116
0.84684,0.097442
0.84847,0.097442
0.849447,0.097442
0.851402,0.097116
0.853031,0.09679
0.85466,0.098419
0.855638,0.097767
0.85466,0.098419
0.85466,0.098419
0.855638,0.098745
0.856941,0.099071
0.859222,0.099071
0.861177,0.100374
0.862806,0.101026
0.865412,0.101677
0.867693,0.102329
0.868671,0.103306
0.869322,0.103958
0.871277,0.105913
0.872906,0.106239
0.871929,0.10689
0.872581,0.107868
0.872581,0.107542
0.873884,0.107542
0.877142,0.108845
0.880075,0.110149
0.881704,0.112429
0.884962,0.115362
0.888546,0.117317
0.890501,0.120249
0.892456,0.122856
0.894085,0.124811
0.895714,0.126766
0.897343,0.127417
0.898972,0.128395
0.900602,0.130676
0.900927,0.131979
0.900602,0.132631
0.902231,0.133282
0.903208,0.133282
0.906466,0.135563
0.908747,0.137844
0.912005,0.14045
0.913635,0.142731
0.915264,0.143709
0.918522,0.14599
0.920151,0.148596
0.922106,0.149899
0.923084,0.150877
0.924713,0.151529
0.925364,0.152506
0.926342,0.153484
0.927645,0.154787
0.9296,0.154787
0.932858,0.15609
0.933184,0.157393
0.935465,0.158697
0.937094,0.159023
0.938072,0.159023
0.938397,0.159674
0.938723,0.16
0.938723,0.160652
0.941004,0.161629
0.942633,0.161629
0.945566,0.162607
0.948172,0.162607
0.952408,0.163258
0.95925,0.164562
0.961531,0.164887
0.963812,0.165539
0.966093,0.166191
0.968047,0.166191
0.968047,0.166517
0.969025,0.166517
0.969677,0.167168
0.969677,0.167168
0.974238,0.167494
0.97489,0.168146
0.9788,0.16782
0.980755,0.169123
0.98271,0.169123
0.985968,0.169449
0.987597,0.171078
0.989226,0.171404
0.990204,0.17173
0.991833,0.173033
0.991833,0.173033
0.992159,0.174336
0.993136,0.174011
0.995743,0.174336
0.998023,0.175314
1.000304,0.177269
1.002259,0.177269
1.003888,0.180201
1.007472,0.181505
1.009427,0.182156
1.011708,0.185089
1.013011,0.186718
1.015618,0.188673
1.016921,0.189976
1.01855,0.190953
1.020831,0.194212
1.021483,0.194538
1.022786,0.196167
1.024089,0.199099
1.023764,0.199425
1.024415,0.200077
1.026044,0.200077
1.028325,0.201706
1.030932,0.20529
1.031258,0.206919
1.031258,0.208222
1.031909,0.208222
1.032235,0.2092
1.031909,0.208874
1.030606,0.2092
1.031583,0.2092
1.031909,0.208548
1.032235,0.2092
1.031583,0.209526
1.031258,0.209526
1.031909,0.209526
1.031909,0.2092
1.031583,0.208874
1.032235,0.2092
1.030932,0.210177
