Untitled,Untitled 1
0.489084,0.255467
0.48941,0.271758
0.491039,0.282185
0.49169,0.291959
0.492994,0.304667
0.494949,0.311509
0.496578,0.31998
0.49723,0.336923
0.499836,0.349305
0.502769,0.360383
0.503746,0.370809
0.505049,0.380584
0.506027,0.38482
0.507004,0.392965
0.507982,0.398179
0.508633,0.402414
0.508959,0.404695
0.508633,0.405998
0.509611,0.405998
0.512217,0.408605
0.514172,0.414796
0.516127,0.420661
0.517431,0.423919
0.518734,0.426525
0.520363,0.428806
0.521015,0.431087
0.52297,0.432716
0.524273,0.433368
0.524925,0.434671
0.527205,0.432716
0.529486,0.431413
0.530464,0.429132
0.531767,0.427829
0.53307,0.42457
0.534374,0.42229
0.536003,0.417728
0.537306,0.412189
0.537306,0.408279
0.538609,0.403066
0.538935,0.400459
0.538935,0.39883
0.538284,0.398179
0.539587,0.397853
0.542845,0.392965
0.545452,0.376348
0.546755,0.367551
0.54871,0.355821
0.550991,0.346372
0.551642,0.336272
0.555552,0.321935
0.55653,0.306622
0.557507,0.296521
0.559788,0.284791
0.560114,0.275994
0.561417,0.2685
0.563698,0.257422
0.56435,0.248625
0.565327,0.240479
0.567282,0.234614
0.566956,0.228423
0.568911,0.220929
0.569563,0.214739
0.571192,0.207896
0.572495,0.200077
0.573147,0.196818
0.573147,0.194538
0.573147,0.192257
0.575753,0.188999
0.57836,0.184437
0.580641,0.179875
0.58227,0.176943
0.583573,0.175965
0.586832,0.176291
0.589112,0.179875
0.591067,0.184111
0.592696,0.191279
0.594651,0.197144
0.595629,0.203009
0.596932,0.2092
0.598235,0.216042
0.599865,0.225165
0.602145,0.235917
0.603449,0.244063
0.604426,0.254815
0.606707,0.267848
0.606381,0.278601
0.605729,0.287398
0.605078,0.285117
0.604752,0.278275
0.607684,0.279904
0.609639,0.290982
0.613223,0.308902
0.615178,0.325845
0.617133,0.342462
0.618111,0.356799
0.620392,0.372764
0.622672,0.388078
0.624627,0.406324
0.626582,0.421312
0.62756,0.434345
0.630492,0.450636
0.631795,0.463995
0.632773,0.472467
0.634076,0.48159
0.634402,0.491039
0.637009,0.500488
0.637335,0.508959
0.637986,0.513195
0.637986,0.516779
0.639289,0.516453
0.641244,0.521341
0.643851,0.532419
0.646458,0.543497
0.648413,0.551968
0.651019,0.558485
0.652322,0.56435
0.654603,0.567934
0.656558,0.57054
0.656558,0.572495
0.657862,0.573473
0.659165,0.57445
0.659816,0.57445
0.66112,0.573799
0.661771,0.57445
0.662423,0.573473
0.663726,0.572169
0.66503,0.57054
0.66503,0.567608
0.665356,0.567282
0.664704,0.567282
0.665681,0.568259
0.668614,0.566305
0.670243,0.563372
0.673175,0.557833
0.676759,0.547407
0.67904,0.534699
0.680995,0.523947
0.681973,0.518082
0.685557,0.504398
0.687512,0.492016
0.688489,0.482242
0.69077,0.473444
0.691422,0.466928
0.692399,0.460411
0.694354,0.453243
0.695657,0.446401
0.696309,0.439233
0.696635,0.434671
0.695657,0.432716
0.695657,0.433694
0.696635,0.435974
0.697612,0.434997
0.700219,0.430435
0.703151,0.421964
0.705106,0.412189
0.708039,0.404369
0.710971,0.399156
0.712274,0.393943
0.714881,0.390359
0.717162,0.390033
0.719443,0.390359
0.721723,0.391988
0.721723,0.395246
0.722701,0.397201
0.722049,0.39883
0.725633,0.401111
0.72824,0.405998
0.73215,0.413818
0.735082,0.425222
0.737363,0.438907
0.737689,0.450311
0.741273,0.464321
0.74225,0.475399
0.743554,0.484522
0.744205,0.492016
0.745834,0.501465
0.747464,0.513521
0.748441,0.522318
0.749744,0.529812
0.750722,0.539261
0.750722,0.548384
0.751048,0.553272
0.752677,0.555226
0.753654,0.559136
0.754958,0.566956
0.757564,0.580315
0.759193,0.592045
0.762777,0.613549
0.766036,0.634076
0.767991,0.653952
0.76962,0.664704
0.770271,0.675782
0.773204,0.687512
0.774507,0.69859
0.776462,0.709342
0.777114,0.716836
0.778091,0.724004
0.779394,0.73215
0.781349,0.739644
0.782653,0.745183
0.78363,0.749419
0.78363,0.753003
0.784934,0.758867
0.784934,0.762126
0.783304,0.762452
0.784934,0.759519
0.784282,0.759519
0.786563,0.760822
0.788518,0.767339
0.792102,0.77353
0.794708,0.77972
0.797315,0.78363
0.798944,0.786237
0.800899,0.78754
0.801876,0.788843
0.802854,0.789495
0.805135,0.790147
0.805786,0.789169
0.807415,0.788518
0.808393,0.78754
0.809696,0.78754
0.810348,0.786237
0.811651,0.784282
0.812629,0.782979
0.811977,0.782327
0.81328,0.780698
0.811977,0.781024
0.814584,0.780372
0.816864,0.776136
0.820449,0.771249
0.822729,0.766036
0.823707,0.761148
0.826965,0.754958
0.828594,0.750722
0.829246,0.746812
0.831201,0.742576
0.833156,0.740295
0.835436,0.737689
0.835436,0.734756
0.837717,0.730846
0.838043,0.729543
0.839021,0.72824
0.839998,0.727914
0.839672,0.726937
0.840976,0.726285
0.842605,0.725633
0.844885,0.72433
0.847818,0.723027
0.849121,0.722701
0.851076,0.723352
0.854009,0.724982
0.85857,0.726937
0.860525,0.730846
0.862154,0.737363
0.863783,0.743879
0.864761,0.749093
0.866716,0.753328
0.869974,0.762452
0.870951,0.769946
0.8703,0.772552
0.870626,0.775485
0.871603,0.777114
0.87421,0.786563
0.876491,0.799921
0.87812,0.808393
0.879423,0.815235
0.88203,0.825988
0.883984,0.834459
0.887243,0.847818
0.888546,0.86248
0.890501,0.876165
0.893433,0.890501
0.894737,0.90386
0.897995,0.920151
0.899624,0.939375
0.901579,0.955014
0.901905,0.966744
0.903208,0.977171
0.904512,0.986294
0.905163,0.990855
0.904837,0.996068
0.904512,0.998023
0.906141,0.999978
0.908421,1.005517
0.911354,1.019202
0.91396,1.036145
0.915915,1.052762
0.916567,1.061234
0.917545,1.070031
0.919499,1.078502
0.921129,1.086322
0.922758,1.095119
0.922758,1.100984
0.923735,1.106849
0.924713,1.112062
0.925364,1.116624
0.927319,1.120534
0.926668,1.12314
0.927645,1.125095
0.928623,1.129005
0.929274,1.132589
0.929274,1.134544
0.929274,1.13487
0.930578,1.135522
0.932858,1.138128
0.934813,1.144645
0.937094,1.152139
0.938397,1.158004
0.940678,1.16452
0.943611,1.171037
0.945891,1.176576
0.946869,1.182441
0.949801,1.186676
0.95143,1.191238
0.952408,1.194496
0.954037,1.197103
0.956644,1.200035
0.957621,1.202642
0.957295,1.204271
0.960554,1.204923
0.96316,1.207529
0.966418,1.20981
0.970002,1.214697
0.971632,1.217304
0.97489,1.219585
0.976519,1.225124
0.978148,1.227405
0.981406,1.232618
0.983035,1.238157
0.98271,1.240438
0.982058,1.241415
0.983687,1.242393
0.986945,1.243696
0.988575,1.248583
0.991833,1.256077
0.995417,1.26683
0.998675,1.275301
1.001282,1.287357
1.003562,1.297783
1.005843,1.312119
1.009427,1.329062
1.011056,1.340792
1.010731,1.349589
1.011382,1.353173
1.012034,1.35578
1.013011,1.360667
1.015292,1.36751
1.016596,1.375981
1.016921,1.381194
1.018876,1.38934
1.02246,1.401721
1.024415,1.421597
1.025719,1.43854
1.028977,1.454505
1.030606,1.47601
1.032561,1.491649
1.031583,1.49784
1.031909,1.502401
1.032235,1.504682
1.032235,1.505986
1.031583,1.50566
1.032235,1.505986
1.031583,1.505334
1.032235,1.504356
1.031909,1.504356
1.031909,1.502076
1.032235,1.502401
1.032561,1.500121
1.032235,1.499469
1.031909,1.498817
1.031583,1.497188
1.032235,1.495885
1.032887,1.495233
1.032235,1.494907
1.031909,1.493604
1.032235,1.491975
1.031909,1.491975
1.031909,1.490672
1.031583,1.489694
1.031909,1.488717
1.031583,1.488065
