505.072, 505.172, 505.272, 505.372, 505.472, 505.572, 505.672, 505.772, 505.872, 505.972
2.00, 3.0009, 4.00, 7.00, 22.25, 10.50, 6.00, 3.75, 2.75, 2.00
504.722, 504.822, 504.922, 505.022, 505.132, 505.222, 505.322, 505.422, 505.522, 
2.50, 2.5009, 3.50, 5.50, 20.25, 13.25, 6.50, 4.25, 3.25, 
