0, 0.990, 1.507, 1.989, 2.489, 3.161, 3.690, 4.152, 4.671
0, 1.000, 1.539, 2.000, 2.479, 3.151, 3.705, 4.168, 4.679
0, 33.0, 47.5, 55.2, 61.8, 68.5, 72.6, 76.1, 79.6
0, 0.1012, 0.1549, 0.2050, 0.2573, 0.3269, 0.3821, 0.4302, 0.4839
